,내용
278,썩는 플라스틱 제일제당이 썩는 플라스틱을 시험생산 중이다 라는 친환경 소재로 만든 플라스틱은 바닷물이나 땅속에서 개월 년면 분해돼 없어진다 경영 제로 웨이스트를 외치지만 개인이나 단체가 줄일 수 있는 플라스틱엔 한계가 명확하다 아파트 단지 내 분리수거 장만 보아도 매일같이 쏟아지는 엄청난 양의 플라스틱에 압도당해 보면 내가 조금 노력해서 될 일인가 싶은 현자타임이 오기도 한다 오랜만에 가슴 설레는 기사를 읽었다 성공적으로 상용화되어 가까운 시일내에 썩는 플라스틱을 만날 수 있기를 출처 중앙일보플라스틱을
279,바다 바라 바래 보다 프로젝트리서치트립 기록 화 오늘의 마지막 일정은 댄스만달라 지구용의 리드로 진행될 댄스만달라 는 일종의 움직임명상 으로 음악과 가끔의 안내를 들으며 그 순간에 몸과 마음을 맡겨 자유롭게 움직이는 것이다 그것은 춤이어도 좋고 아니어도 좋다 몸을 움직여도 좋고 움직이지 않아도 좋다 소리를 함께 만들 수도 있고 아닐 수도 있다 지 구 용님의 안내와 다양한 느낌과 속도의 음악에 우리가 함께 하고 있는 공기와 공간에마음을 맡기고 몸을 맡긴다 서로를 의식하지 않되 방해가 되지 않게 이 리서치 트립에 참여하게 될 때 아무렴 아무튼 뭐든지 일종의 의 마음이랄까 아무런 계획도 생각도 없이 아무렴 뭐든지 해보지 뭐 하지만 나는 지난 년간의 삶에서 무엇이든 간에 멍석을 깔아주면 아무것도 못 했다 주목을 받을 때는 더욱 물론이고 그래 주목을 받음이 무언가를 하지 못 하게 하는 가장 큰 원인일 거다 여튼 학창시절에는 교과서도 벌벌 떨면서 읽던 아이였고 중학교 학년 월엔 처음 만난 짝꿍에게 지우개를 빌려달라는 말을 하는 데 일이나 걸렸던 아이였다 그러던 아이가 점차 대학을 가고 아르바이트를 하고 직장생활을 하고 여러 직업을 경험하며 지금의 내가 되었다 싹싹한 또래가 부럽던 처음 본 사람과도 스스럼 없이 대화를 나누는 사람들이 부럽던 나는 이젠 더 이상 그런 사람들을 부러워하지 않는다 어른들에게도 싹싹하게 대할 수 있고 처음 만난 사람과 대화하는 것을 참으로 즐긴다 하지만 멍석 무대긴장증 공포증이라고 하고 싶진 않다 은 여전 행위를 하는 주인공이 한명이거나 소수인 상황에서 누군가 나를 지켜볼 수 있는 상황에서는 긴장하고 위축되어 아무것도 할 수 없게 된다 그래서 아무렴 이라고 훌훌 왔지만 일정표에 댄스만달라 라는 명칭을 보고는 조금 긴장을 했었다 자유롭게 움직이라니 차라리 이렇게 똑같이 움직이면 됩니다 가 나을지도 모른다 물론 그것도 자신감이라곤 도 찾을 수 없는 자태로 행할지도 모르지만 오늘 종일 댄스만달라를 진행할 적당한 곳을 찾아 다녔다 바령의 귤밭에서도 모래사장 해변가에서도 바다에 몸을 담궜던 화산석 해변에서도 하지만 비가 한 차례 쏟아진 바령의 푹신한 정원 땅도 위험할 수 있는 파도와 인파 누구든 우릴 볼 수 있는 해변도 뾰족한 화산석이 울퉁불퉁하게 깔린 돌밭도 어려웠고 우리는 미리 약속한 촬영 감독님을 만나기 위해 피네언니의 벨아벨스튜디오 에 모여 있었다 이미 땅거미가 진 어둑한 시간이었다 감독님과 인사를 나누고 장소를 살피고 여러가지 방안을 모색한 끝에 벨아벨에서 진행을 하기로 결정하였다 나는 내가 어떻게 할 수 있으려나 알 수 없었지만 차근히 함께 일사불란하게 움직여 순조롭게 준비를 마쳤다 시작으로는 티라이트 캔들로 장소 곳곳에 불을 밝혔다 각자 원하는 곳에 원하는 만큼 빛을 옮겨두었고 함께 만달라를 구성했다 피네언니의 정원에 있는 몇 가지 식물들에게 양해를 구하고 만달라의 재료로 꽃과 꽈리와 잎과 줄기로 만달라가 만들어졌다 만들어진 만달라 주변으로 원을 그리고 서서 오라소마 퀸트에센스의 향과 에너지와 함께 마음과 에너지를 정화했다 촛불과 식물과 바람과 별 향과 마음 기도 가 한차례 한차례 우리를 다른 문으로 들어서게 했다 지구용의 잔잔하지만 안정감있는 안내를 따라 음악과 바람과 공기를 따라 나도 빨리 움직여야해 나도 저렇게 자유롭게 움직이고싶어 라고 올라오는 다그침을 한 호흡 깊게 내쉬며 다독여주었다 마음의 재촉을 안정시켜주고 나니 조금 더 지금을 느낄 수 있었다 깊게 숨을 쉬고어둠 속 은은한 불빛들이 안내하는 공간을 따라탁 트인 곳 자연이 함께하는 공기 속 다양한 소리의 진동을 따라 움직이지 않아도 돼 움직이지 말고 느껴보자 고 생각하니움직이고 싶다 이런 청개구리 같으니라고 하지만 움직이려고 하면 알 수 없는 제한이 느껴진다 그것 마저 그대로 두었다 그래 그럴 수 있지 처음인걸 하며대체로는 눈을 감고 있었고 이동을 하기 위해 조금씩 눈을 떴었다 시야에 들어오는 다른 이들의 모습에 어떤 마음이 생기지 않도록 더욱 나에게 집중하면서 계속 조금씩 느낌을 따라 시도해보면서 나에게 물었다 다양한 질문들이 떠오르고 잠겼다 댓글로 연결댄스만달라 움직임명상 벨아벨스튜디오
280,안녕하세요 지구소녀입니다 오늘부터 지구를 지키기 위해 출동한 첫번째 미션지는바로 두구두구두구두구 의류 폐기물로 만들어진 산인데요 년에 버려지는 의류 폐기물은 무려 억개 수 많은 옷더미에 깔려서 힘들었지만 의류 폐기물의 재활용부터 새활용까지 이 비디오에 담아왔습니다 앞으로 남은 개의 미션이 궁금하시다면프로필 링크에 에코플랜트 유튜브에서 확인해 주세요 그리고 구독도 꾸 욱 부탁드려요 참 옷을 구매하기 전에 버리기 전에 다시 한 번 생각해보는 것 잊지 마시구요 친환경 지구소녀 에코 히어로 환경 환경보호 폐기물 의류폐기물 환경오염친환경 지구소녀 에코 히어로 환경 환경보호 폐기물 의류폐기물 환경오염
281,비닐봉지 없어요 제 봉지는 제가 챙겨가고 제가 다시 잘 재사용 한답니다 전통시장에 비해서는 이미 차 포장에 되어 나온 식료품들이 대부분이지만 그럼에도 골라담아 올 수 있는 식재료들은 면주머니에 담아서 구매합니다 무게가 아닌 갯수로 결제를 해야한다면 면 주머니 중에서도 네트백을 사용해보세요 청아하라 제로웨이스트 참머스데일 장보기 소창면주머니청아하라 제로웨이스트 참머스데일 장보기 소창면주머니
282,인증샷 회용 봉투 대신 장바구니 이용해요 이벤트 기간 월 일 화 월 일 월 당첨자 발표일 월 일 수 이벤트 경품 베스킨라빈스 싱글레귤러 아이스크림 명 참여방법 광주시청 인스타그램 팔로우하기 회용 봉트 대신 장바구니를 사용하고 인증샷을개인 인스타그램에 광주시 인스타그램 태그 필수 해시태그 업로드 필수 해시태그 광주시와함께 장바구니 사용해요 인증샷이벤트 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요광주시와함께 장바구니 사용해요 인증샷이벤트 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요
283,몬테소리 문화영역지구의 환경오염과 기상 변화를 배우고 온난화 현상이 생기는 이유와 결과에대해서도 이야기 나누었어요 지구는 왜 아프게 되었을까 인간들 때문에요 ㅍㅎㅎ 사람들이 어떤 행동을 해서 그렇게 됐지 자동차에서 매연이 나와요 쓰레기를 아무데나 버려요 그럼 지구를 건강하게 하려면 무엇을 해야 할까 분리수거를 잘해야 해요 대답도 잘하는 똘똘이 분리수거도 중요하지만 되도록 쓰레기가 생기지 않도록 하는것이 더 중요하단다 요즘 지구 곳곳에서 발생하는 폭염 홍수 가뭄 등자연재해에 대해서 이야기해 볼 수 있는 시간이었어요 끌레도르몬테소리 끌레도르몬테소리홈스쿨 몬테소리 문화영역 지구 환경오염 쓰레기 분류 수거 방문수업 홈스쿨 솔루션북 지구 사랑 엄마표몬테소리끌레도르몬테소리 끌레도르몬테소리홈스쿨 몬테소리 문화영역 지구 환경오염 쓰레기 분류 방문수업 홈스쿨 솔루션북 지구 엄마표몬테소리
284,조금은 징그러울 수 있다 왜냐 우리가 평소에 그리 흔히 보지 않는 나방의 날개가 아닌 몸통이기때문이다 요즘들어 집 창문에 나방이 많이 붙는다 보통같으면 어두운밤 집 전등에 붙어 있는 친군데 이렇게 집 창문에 있다니 신기할 따름이다 날이 너무 더워서 일까 매년마다 더 더워지고 대기 불안정이 악화 되는 것 같다 나방 하나로 환경오염에 대해 생각해볼 수 있다니 그저 신기할 따름이다 나방 환경오염 사진 생각 일기장나방 환경오염 사진 생각 일기장
285,수미인의 약피우치 로 코로나 와 각종 질병 예방해요 방수 기능이 있어 약품보관에 굿 약국에서 종이 약봉지 대신 사용하면 쓰레기줄이기 와 환경보호 에 도움이 됩니다 자세한 제품정보는 프로필 링크를 확인해주세요약피우치 코로나 방수 쓰레기줄이기 환경보호
286,비건베이킹클래스 주차 타지에서 오시느라 피곤하실텐데 열정을 가지고 수업들어주셔서 저까지 힘이납니다 마지막까지 힘내서 화이팅해보아요 비건베이킹 급자격증과정 다음일정은 월달 입니다 클래스문의 및 예약은 카톡 문뜩 디저트 문자 전화 디엠 클래스중이거나 작업중에는 부재중이오니 문자남겨두시면 연락드리겠습니다
287,누구나 한 번쯤은 해봤을 과자봉지 딱지 접기 어떤 분들은 습관적으로 과자봉지를 접는 분도 있으시고 버리기가 쉬워서 딱지로 접어서 버리시는 분들도 있습니다 이렇게 과자봉지나 비닐을 접어서 버리면재활용을 할 수 없다고 합니다 왜 재활용을 할 수 없는지 그리고 봉지 비닐 올바르게 버리는 방법을 대하여 알려드리겠습니다
288,광주시와함께 장바구니 사용해요 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요광주시와함께 장바구니 광주시 광주시청 그리니 크리니 인증샷이벤트 이벤트 회용품 회용봉투 환경 보호 인스타그램이벤트 환경오염 자연 일회용봉투줄이기 일회용품줄이기 장바구니 함께해요
289,안녕하세요 그린패키지솔루션입니다 오늘도 어김없이 여러분께 유용한 정보를 공유해드리고자 해요 오늘의 주제는 바로 친환경 마크 입니다 친환경 제품에 대한 이야기는 많이 들어봤어도 친환경 마크에 대한 이야기는 낯설게 느껴지시는 분들이 많으실 것 같은데요 그린패키지솔루션과 함께 친환경 마크에 대해 알아보아요 더 많은 내용이 궁금하다면 그린패키지솔루션 공식 블로그로 친환경 필환경 환경용어 플라스틱 미세플라스틱 제로웨이스트 탄소중립 플로깅 녹색제품 그린뉴딜 그린패키지솔루션 식스아웃 환경보존 환경오염 플라스틱아웃 노플라스틱 분리배출 비건 채식주의 환경오염 그린서포터즈 대학생서포터즈친환경 필환경 환경용어 플라스틱 미세플라스틱 제로웨이스트 탄소중립 플로깅 녹색제품 그린뉴딜 그린패키지솔루션 식스아웃 환경보존 환경오염 플라스틱아웃 노플라스틱 분리배출 비건 채식주의 환경오염 그린서포터즈 대학생서포터즈
